salary
5000.5
5000.5
5000.5
8000.0
8000.0
12500.5
3750.0
3000.5
9000.5
25000.5
5000.5
7000.5
7000.5
5000.0
8000.0
5000.5
7000.5
-1
12000.0
5000.5
8000.0
5000.0
12500.5
10000.0
7000.5
3000.5
5000.5
5000.5
-1
-1
-1
7000.5
5000.5
8000.0
18500.0
9000.5
7000.0
5000.5
7000.0
7000.5
6000.0
5000.5
5000.5
7000.5
7500.0
7500.0
7000.5
7000.5
10500.0
12500.5
4500.0
9000.5
25000.5
-1
5000.0
17500.5
17500.5
6000.0
5000.5
7000.5
5000.5
5000.5
5000.5
8000.0
8000.0
12500.5
3750.0
3000.5
9000.5
25000.5
5000.5
7000.5
7000.5
5000.0
8000.0
5000.5
7000.5
-1
12000.0
5000.5
8000.0
5000.0
12500.5
10000.0
7000.5
5000.5
3000.5
5000.5
-1
-1
-1
7000.5
5000.5
8000.0
18500.0
9000.5
7000.0
5000.5
7000.0
7000.5
6000.0
5000.5
5000.5
7000.5
7500.0
7500.0
7000.5
7000.5
10500.0
12500.5
4500.0
9000.5
25000.5
-1
5000.0
17500.5
17500.5
6000.0
5000.5
7000.5
7000.5
5250.0
9000.5
5000.0
5000.0
90000.0
-1
7000.0
5000.5
11500.0
7000.5
-1
-1
9000.5
7000.5
7500.0
5000.5
9000.5
5000.5
7000.5
9000.5
9000.5
7000.5
9000.5
7000.5
6000.0
-1
7000.5
9000.5
9000.5
7000.5
9000.5
7000.5
7000.5
7000.5
5000.5
-1
-1
17500.5
3000.5
9000.5
10000.0
-1
-1
-1
-1
6000.0
12500.5
-1
-1
-1
-1
-1
-1
-1
-1
5000.5
-1
-1
-1
-1
6750.0
3000.5
-1
7000.5
9000.5
-1
17500.5
12500.5
12500.5
5000.5
17500.5
12500.5
5000.5
8000.0
10500.0
5000.5
