salary
4001-6000,34
6000-10000,11
10001-15000,10
2500-5000,2
2001-4000,6
8001-10000,17
20001-30000,4
6001-8000,32
4000-6000,8
面议,34
8000-16000,2
8000-12000,3
15000-22000,2
6000-8000,5
4000-8000,5
5000-10000,5
8000-13000,2
4000-5000,2
15001-20000,7
3500-7000,1
80000-100000,1
8000-15000,1
5000-7000,1
4500-9000,1
7000-14000,1
